318.861	289.364	272.84	264.846	264.846	272.84	289.364	318.861	
289.364	256.353	238.637	230.386	230.386	238.637	256.353	289.364	
272.84	238.637	221.121	213.218	213.218	221.121	238.637	272.84	
264.846	230.386	213.218	205.639	205.639	213.218	230.386	264.846	
264.846	230.386	213.218	205.639	205.639	213.218	230.386	264.846	
272.84	238.637	221.121	213.218	213.218	221.121	238.637	272.84	
289.364	256.353	238.637	230.386	230.386	238.637	256.353	289.364	
318.861	289.364	272.84	264.846	264.846	272.84	289.364	318.861	
